"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","1006611"
"2016-04","300 x 50","34822","8788"
"2016-04","300 x 600","1592692","8788"
"2016-04","320 x 100","19","8788"
"2016-04","320 x 50","24546924","8788"
"2016-04","336 x 280","936814","8788"
"2016-04","728 x 90","16484733","8788"
"2016-04","970 x 250","4642","8788"
"2016-04","970 x 90","568413","8788"
"2016-05","160 x 600","969257","8788"
"2016-05","300 x 250","15045661","8788"
"2016-05","300 x 50","42929","8788"
"2016-05","300 x 600","1426055","8788"
"2016-05","320 x 100","15","8788"
"2016-05","320 x 50","11031405","8788"
"2016-05","336 x 280","250788","8788"
"2016-05","728 x 90","16076500","8788"
"2016-05","970 x 250","2935","8788"
"2016-05","970 x 90","802464","8788"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","8788"
"2015-06","160 x 600","1945633","8788"
"2015-06","300 x 250","12846758","8788"
"2015-06","300 x 600","1543167","8788"
"2015-06","320 x 100","398936","8788"
"2015-06","320 x 50","15448837","8788"
"2015-06","336 x 280","668236","8788"
"2015-06","640 x 480v","70367","8788"
"2015-06","728 x 90","25555745","8788"
"2015-06","970 x 250","3903","8788"
"2015-07","160 x 600","2277480","8788"
"2015-07","300 x 250","14407407","8788"
"2015-07","300 x 600","2050002","8788"
"2015-07","320 x 100","51997","8788"
"2015-07","320 x 50","17043628","8788"
"2015-07","336 x 280","146544","8788"
"2015-07","640 x 480v","79996","8788"
"2015-07","728 x 90","27082632","8788"
"2015-07","970 x 250","4144","8788"
"2015-08","160 x 600","1917454","8788"
"2015-08","300 x 250","28342485","8788"
"2015-08","300 x 600","3723821","8788"
"2015-08","320 x 100","347175","8788"
"2015-08","320 x 50","23198677","8788"
"2015-08","336 x 280","355530","8788"
"2015-08","640 x 480v","9058","8788"
"2015-08","728 x 90","32553065","8788"
"2015-08","970 x 250","6434","8788"
"2015-08","970 x 90","341492","8788"
"2015-09","160 x 600","1972945","8788"
"2015-09","300 x 250","62492443","8788"
"2015-09","300 x 50","3","8788"
"2015-09","300 x 600","2231671","8788"
"2015-09","320 x 100","166253","8788"
"2015-09","320 x 50","26357252","8788"
"2015-09","336 x 280","302695","8788"
"2015-09","468 x 60","2","8788"
"2015-09","640 x 480v","42","8788"
"2015-09","728 x 90","21985311","8788"
"2015-09","970 x 250","5973","8788"
"2015-09","970 x 90","1410460","8788"
"2015-10","120 x 240","31","8788"
"2015-10","160 x 600","2247997","8788"
"2015-10","300 x 100","938","8788"
"2015-10","300 x 250","89057142","8788"
"2015-10","300 x 50","37567","8788"
"2015-10","300 x 600","2775395","8788"
"2015-10","320 x 100","150233","8788"
"2015-10","320 x 50","99729679","8788"
"2015-10","336 x 280","235537","8788"
"2015-10","468 x 60","35283","8788"
"2015-10","728 x 90","21925722","8788"
"2015-10","970 x 250","5668","8788"
"2015-10","970 x 90","1152612","8788"
"2015-11","120 x 240","2","8788"
"2015-11","160 x 600","1917996","8788"
"2015-11","300 x 100","778","8788"
"2015-11","300 x 250","66528785","8788"
"2015-11","300 x 50","50036","8788"
"2015-11","300 x 600","2375860","8788"
"2015-11","320 x 100","75","8788"
"2015-11","320 x 50","84560348","8788"
"2015-11","336 x 280","236607","8788"
"2015-11","468 x 60","50278","8788"
"2015-11","728 x 90","17658720","8788"
"2015-11","970 x 250","5700","8788"
"2015-11","970 x 90","236649","8788"
"2015-12","160 x 600","2723949","8788"
"2015-12","300 x 250","84466314","8788"
"2015-12","300 x 50","24772","8788"
"2015-12","300 x 600","2942065","8788"
"2015-12","320 x 100","57","8788"
"2015-12","320 x 50","32815659","8788"
"2015-12","336 x 280","299237","8788"
"2015-12","468 x 60","10161","8788"
"2015-12","728 x 90","26768164","8788"
"2015-12","970 x 250","5048","8788"
"2015-12","970 x 90","10840338","8788"
"2016-01","160 x 600","5004967","8788"
"2016-01","300 x 250","69970609","8788"
"2016-01","300 x 50","1656631","8788"
"2016-01","300 x 600","5216627","8788"
"2016-01","320 x 100","51","8788"
"2016-01","320 x 50","34149154","8788"
"2016-01","336 x 280","496955","8788"
"2016-01","728 x 90","39571933","8788"
"2016-01","970 x 250","5621","8788"
"2016-01","970 x 90","14647437","8788"
"2016-02","120 x 240","113","8788"
"2016-02","160 x 600","2933843","8788"
"2016-02","300 x 100","36","8788"
"2016-02","300 x 250","19174068","8788"
"2016-02","300 x 50","38668","8788"
"2016-02","300 x 600","4487920","8788"
"2016-02","320 x 100","66","8788"
"2016-02","320 x 50","8375442","8788"
"2016-02","336 x 280","547597","8788"
"2016-02","468 x 60","18481","8788"
"2016-02","728 x 90","20638876","8788"
"2016-02","970 x 250","5509","8788"
"2016-02","970 x 90","2529","8788"
"2016-03","160 x 600","1550796","8788"
"2016-03","300 x 250","32311813","8788"
"2016-03","300 x 50","35655","8788"
"2016-03","300 x 600","3119997","8788"
"2016-03","320 x 100","45","8788"
"2016-03","320 x 50","23210205","8788"
"2016-03","336 x 280","646951","8788"
"2016-03","728 x 90","29394778","8788"
"2016-03","970 x 250","5670","8788"
"2016-03","970 x 90","1862378","8788"
"2016-04","160 x 600","1531619","8788"
"2016-04","300 x 250","17358885","8788"
"2016-04","300 x 50","34822","8788"
"2016-04","300 x 600","1592692","8788"
"2016-04","320 x 100","19","8788"
"2016-04","320 x 50","24546924","8788"
"2016-04","336 x 280","936814","8788"
"2016-04","728 x 90","16484733","8788"
"2016-04","970 x 250","4642","8788"
"2016-04","970 x 90","568413","8788"
"2016-05","160 x 600","969257","8788"
"2016-05","300 x 250","15045661","8788"
"2016-05","300 x 50","42929","8788"
"2016-05","300 x 600","1426055","8788"
"2016-05","320 x 100","15","8788"
"2016-05","320 x 50","11031405","8788"
"2016-05","336 x 280","250788","8788"
"2016-05","728 x 90","16076500","8788"
"2016-05","970 x 250","2935","8788"
"2016-05","970 x 90","802464","8788"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","8798"
"2015-06","1000 x 1000v","480391","8798"
"2015-06","241 x 86","1","8798"
"2015-06","300 x 250","26439184","8798"
"2015-06","300 x 68","4487770","8798"
"2015-06","600 x 50","1051116","8798"
"2015-06","728 x 90","17400384","8798"
"2015-06","924 x 50","1509732","8798"
"2015-06","924 x 56","1461019","8798"
"2015-06","Out-of-page","463404","8798"
"2015-07","1000 x 1000v","265887","8798"
"2015-07","241 x 86","1","8798"
"2015-07","300 x 250","25027467","8798"
"2015-07","300 x 68","3585076","8798"
"2015-07","600 x 50","671080","8798"
"2015-07","728 x 90","18020189","8798"
"2015-07","924 x 50","604075","8798"
"2015-07","924 x 56","562377","8798"
"2015-07","Out-of-page","427010","8798"
"2015-08","1000 x 1000v","708536","8798"
"2015-08","241 x 86","1","8798"
"2015-08","300 x 250","33697685","8798"
"2015-08","300 x 68","6440274","8798"
"2015-08","600 x 50","1696974","8798"
"2015-08","728 x 90","20414808","8798"
"2015-08","924 x 50","2108240","8798"
"2015-08","924 x 56","2026055","8798"
"2015-08","Out-of-page","553847","8798"
"2015-09","1000 x 1000v","269541","8798"
"2015-09","241 x 86","2","8798"
"2015-09","300 x 250","21493468","8798"
"2015-09","300 x 68","3907132","8798"
"2015-09","600 x 50","706537","8798"
"2015-09","728 x 90","14243709","8798"
"2015-09","924 x 50","1167262","8798"
"2015-09","924 x 56","1554238","8798"
"2015-09","Out-of-page","445535","8798"
"2015-10","1000 x 1000v","139197","8798"
"2015-10","241 x 86","1","8798"
"2015-10","300 x 250","14879913","8798"
"2015-10","300 x 68","2560256","8798"
"2015-10","600 x 50","396037","8798"
"2015-10","728 x 90","10034520","8798"
"2015-10","924 x 50","688754","8798"
"2015-10","924 x 56","633580","8798"
"2015-10","Out-of-page","337556","8798"
"2015-11","1000 x 1000v","142422","8798"
"2015-11","241 x 86","1","8798"
"2015-11","300 x 250","10787137","8798"
"2015-11","300 x 68","2096143","8798"
"2015-11","600 x 50","197248","8798"
"2015-11","728 x 90","7057694","8798"
"2015-11","924 x 50","541243","8798"
"2015-11","924 x 56","518840","8798"
"2015-11","Out-of-page","448806","8798"
"2015-12","1000 x 1000v","130419","8798"
"2015-12","241 x 86","1","8798"
"2015-12","300 x 250","11455680","8798"
"2015-12","300 x 600","3154","8798"
"2015-12","300 x 68","1655426","8798"
"2015-12","320 x 50","108","8798"
"2015-12","600 x 50","72682","8798"
"2015-12","640 x 360v","122","8798"
"2015-12","728 x 90","7889415","8798"
"2015-12","924 x 50","519331","8798"
"2015-12","924 x 56","501564","8798"
"2015-12","970 x 250","1645","8798"
"2015-12","970 x 90","6139","8798"
"2015-12","Out-of-page","322993","8798"
"2016-01","1000 x 1000v","47085","8798"
"2016-01","241 x 86","1","8798"
"2016-01","300 x 250","9774145","8798"
"2016-01","300 x 600","5526893","8798"
"2016-01","300 x 68","861314","8798"
"2016-01","320 x 50","1746617","8798"
"2016-01","600 x 50","1734","8798"
"2016-01","640 x 360v","32614","8798"
"2016-01","728 x 90","3321556","8798"
"2016-01","924 x 50","171476","8798"
"2016-01","924 x 56","166519","8798"
"2016-01","970 x 250","65993","8798"
"2016-01","970 x 90","4253040","8798"
"2016-01","Out-of-page","499604","8798"
"2016-02","1000 x 1000v","172","8798"
"2016-02","241 x 86","1","8798"
"2016-02","300 x 250","11628514","8798"
"2016-02","300 x 600","8063053","8798"
"2016-02","300 x 68","88971","8798"
"2016-02","320 x 50","3636798","8798"
"2016-02","600 x 50","47","8798"
"2016-02","640 x 360v","57457","8798"
"2016-02","728 x 90","960755","8798"
"2016-02","970 x 250","188698","8798"
"2016-02","970 x 90","7045096","8798"
"2016-02","Out-of-page","669088","8798"
"2016-03","1000 x 1000v","283","8798"
"2016-03","241 x 86","3","8798"
"2016-03","300 x 250","40918870","8798"
"2016-03","300 x 600","32693044","8798"
"2016-03","300 x 68","33061","8798"
"2016-03","320 x 50","14002647","8798"
"2016-03","600 x 50","5","8798"
"2016-03","640 x 360v","1282561","8798"
"2016-03","728 x 90","2453858","8798"
"2016-03","970 x 250","487928","8798"
"2016-03","970 x 90","25532511","8798"
"2016-03","Out-of-page","1138227","8798"
"2016-04","300 x 250","31655289","8798"
"2016-04","300 x 600","17019544","8798"
"2016-04","320 x 50","9232430","8798"
"2016-04","640 x 360v","699931","8798"
"2016-04","728 x 90","1398938","8798"
"2016-04","970 x 250","195935","8798"
"2016-04","970 x 90","15653476","8798"
"2016-05","300 x 250","29234144","8798"
"2016-05","300 x 600","18647701","8798"
"2016-05","320 x 50","11265990","8798"
"2016-05","640 x 360v","641038","8798"
"2016-05","728 x 90","1374190","8798"
"2016-05","970 x 250","147043","8798"
"2016-05","970 x 90","15324787","8798"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","8800"
"2015-06","300 x 250","4236874","8800"
"2015-06","320 x 50","509997","8800"
"2015-06","728 x 90","3154975","8800"
"2015-07","300 x 250","4942318","8800"
"2015-07","320 x 50","674688","8800"
"2015-07","728 x 90","3394005","8800"
"2015-08","300 x 250","4383879","8800"
"2015-08","320 x 50","541716","8800"
"2015-08","728 x 90","3101249","8800"
"2015-09","300 x 250","4651960","8800"
"2015-09","320 x 50","478347","8800"
"2015-09","728 x 90","3287589","8800"
"2015-09","970 x 250","314","8800"
"2015-09","970 x 90","67","8800"
"2015-10","300 x 250","4501455","8800"
"2015-10","320 x 50","477487","8800"
"2015-10","728 x 90","3346099","8800"
"2015-11","300 x 250","4559692","8800"
"2015-11","320 x 50","455095","8800"
"2015-11","728 x 90","3162906","8800"
"2015-12","300 x 250","4426338","8800"
"2015-12","320 x 50","447517","8800"
"2015-12","728 x 90","2973233","8800"
"2016-01","300 x 250","3882707","8800"
"2016-01","320 x 50","464012","8800"
"2016-01","728 x 90","2698451","8800"
"2016-02","300 x 250","4370032","8800"
"2016-02","320 x 50","470752","8800"
"2016-02","728 x 90","3459818","8800"
"2016-03","300 x 250","3897592","8800"
"2016-03","320 x 50","432086","8800"
"2016-03","728 x 90","2716833","8800"
"2016-04","300 x 250","3600328","8800"
"2016-04","320 x 50","372964","8800"
"2016-04","728 x 90","2478227","8800"
"2016-05","300 x 250","3397452","8800"
"2016-05","320 x 50","424694","8800"
"2016-05","728 x 90","2376426","8800"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","8905"
"2015-06","158 x 35","51","8905"
"2015-06","160 x 600","14459690","8905"
"2015-06","220 x 35","455207","8905"
"2015-06","260 x 1680","3","8905"
"2015-06","270 x 27","4","8905"
"2015-06","300 x 1050","2493","8905"
"2015-06","300 x 250","24473683","8905"
"2015-06","300 x 50","6471898","8905"
"2015-06","300 x 600","5975163","8905"
"2015-06","320 x 50","4595537","8905"
"2015-06","615 x 1234","2494","8905"
"2015-06","615 x 1840","1229","8905"
"2015-06","728 x 90","30116306","8905"
"2015-06","970 x 250","1000","8905"
"2015-06","970 x 90","943","8905"
"2015-06","Out-of-page","2563","8905"
"2015-07","158 x 35","45","8905"
"2015-07","160 x 600","12395594","8905"
"2015-07","220 x 35","1058028","8905"
"2015-07","300 x 1050","1386","8905"
"2015-07","300 x 250","23976736","8905"
"2015-07","300 x 50","6553079","8905"
"2015-07","300 x 600","5464349","8905"
"2015-07","320 x 50","5084549","8905"
"2015-07","615 x 1234","2152","8905"
"2015-07","615 x 1840","7546","8905"
"2015-07","728 x 90","30188416","8905"
"2015-07","970 x 250","479","8905"
"2015-07","970 x 90","522","8905"
"2015-07","Out-of-page","6324","8905"
"2015-08","158 x 35","33","8905"
"2015-08","160 x 600","13127213","8905"
"2015-08","220 x 35","1038172","8905"
"2015-08","300 x 1050","1163","8905"
"2015-08","300 x 250","23781797","8905"
"2015-08","300 x 50","6856448","8905"
"2015-08","300 x 600","5186459","8905"
"2015-08","320 x 50","5068618","8905"
"2015-08","430 x 76","1","8905"
"2015-08","615 x 1234","1511","8905"
"2015-08","615 x 1840","7630","8905"
"2015-08","728 x 90","31469842","8905"
"2015-08","970 x 250","117362","8905"
"2015-08","970 x 90","429","8905"
"2015-08","Out-of-page","6955","8905"
"2015-09","158 x 35","25","8905"
"2015-09","160 x 600","12543541","8905"
"2015-09","220 x 35","847014","8905"
"2015-09","260 x 1680","4","8905"
"2015-09","270 x 27","13","8905"
"2015-09","300 x 1050","1844","8905"
"2015-09","300 x 250","22717763","8905"
"2015-09","300 x 50","6860748","8905"
"2015-09","300 x 600","6283679","8905"
"2015-09","320 x 50","5173614","8905"
"2015-09","615 x 1840","8459","8905"
"2015-09","728 x 90","32186931","8905"
"2015-09","970 x 250","204739","8905"
"2015-09","970 x 90","1076","8905"
"2015-09","Out-of-page","2","8905"
"2015-10","158 x 35","65","8905"
"2015-10","160 x 600","17347327","8905"
"2015-10","220 x 35","944601","8905"
"2015-10","300 x 1050","677","8905"
"2015-10","300 x 250","25925506","8905"
"2015-10","300 x 50","6833225","8905"
"2015-10","300 x 600","9949049","8905"
"2015-10","320 x 50","5599687","8905"
"2015-10","615 x 1234","528","8905"
"2015-10","615 x 1840","8793","8905"
"2015-10","728 x 90","36764109","8905"
"2015-10","970 x 250","866268","8905"
"2015-10","970 x 90","459","8905"
"2015-10","Out-of-page","53","8905"
"2015-11","158 x 35","22","8905"
"2015-11","160 x 600","14871990","8905"
"2015-11","220 x 35","744528","8905"
"2015-11","270 x 27","8","8905"
"2015-11","300 x 1050","810","8905"
"2015-11","300 x 250","23551884","8905"
"2015-11","300 x 50","5882014","8905"
"2015-11","300 x 600","7275963","8905"
"2015-11","320 x 50","5867200","8905"
"2015-11","615 x 1840","7350","8905"
"2015-11","728 x 90","32055317","8905"
"2015-11","970 x 250","812124","8905"
"2015-11","970 x 90","444","8905"
"2015-12","158 x 35","21","8905"
"2015-12","160 x 600","13946615","8905"
"2015-12","220 x 35","441213","8905"
"2015-12","300 x 1050","1996","8905"
"2015-12","300 x 250","21074776","8905"
"2015-12","300 x 50","6074785","8905"
"2015-12","300 x 600","7034934","8905"
"2015-12","320 x 50","4407977","8905"
"2015-12","615 x 1840","4414","8905"
"2015-12","615 x 7250","1","8905"
"2015-12","728 x 90","25905579","8905"
"2015-12","970 x 250","754850","8905"
"2015-12","970 x 90","723","8905"
"2016-01","160 x 600","16047473","8905"
"2016-01","220 x 35","8817","8905"
"2016-01","260 x 1680","113","8905"
"2016-01","260 x 2000","15","8905"
"2016-01","260 x 2300","6","8905"
"2016-01","270 x 27","167","8905"
"2016-01","300 x 1050","540677","8905"
"2016-01","300 x 250","23503425","8905"
"2016-01","300 x 50","6240191","8905"
"2016-01","300 x 600","9126696","8905"
"2016-01","320 x 50","6380122","8905"
"2016-01","615 x 1840","278","8905"
"2016-01","728 x 90","36496601","8905"
"2016-01","970 x 250","130038","8905"
"2016-01","970 x 90","961","8905"
"2016-02","0 x 0","66","8905"
"2016-02","160 x 600","13521666","8905"
"2016-02","220 x 35","3208549","8905"
"2016-02","260 x 2300","7","8905"
"2016-02","300 x 1050","559517","8905"
"2016-02","300 x 250","19457212","8905"
"2016-02","300 x 50","5852556","8905"
"2016-02","300 x 600","10301295","8905"
"2016-02","320 x 50","6139267","8905"
"2016-02","615 x 1840","10793","8905"
"2016-02","728 x 90","31600108","8905"
"2016-02","970 x 250","120300","8905"
"2016-02","970 x 90","463","8905"
"2016-03","0 x 0","223","8905"
"2016-03","160 x 600","12087448","8905"
"2016-03","220 x 35","3075569","8905"
"2016-03","260 x 2300","18","8905"
"2016-03","300 x 1050","622465","8905"
"2016-03","300 x 250","21229542","8905"
"2016-03","300 x 50","5234034","8905"
"2016-03","300 x 600","6710163","8905"
"2016-03","320 x 50","6755104","8905"
"2016-03","615 x 1840","10473","8905"
"2016-03","728 x 90","30850428","8905"
"2016-03","970 x 250","156388","8905"
"2016-03","970 x 90","671","8905"
"2016-04","0 x 0","73","8905"
"2016-04","160 x 600","10985200","8905"
"2016-04","220 x 35","1840341","8905"
"2016-04","260 x 2300","5","8905"
"2016-04","300 x 1050","549869","8905"
"2016-04","300 x 250","20246121","8905"
"2016-04","300 x 50","4732328","8905"
"2016-04","300 x 600","5993209","8905"
"2016-04","320 x 50","6666497","8905"
"2016-04","615 x 1840","7728","8905"
"2016-04","728 x 90","27702758","8905"
"2016-04","970 x 250","146091","8905"
"2016-04","970 x 90","699","8905"
"2016-05","0 x 0","240","8905"
"2016-05","160 x 600","10423597","8905"
"2016-05","220 x 35","2473735","8905"
"2016-05","260 x 2300","3","8905"
"2016-05","300 x 1050","571105","8905"
"2016-05","300 x 250","19316260","8905"
"2016-05","300 x 50","4292690","8905"
"2016-05","300 x 600","6184911","8905"
"2016-05","320 x 50","6908092","8905"
"2016-05","615 x 1840","9864","8905"
"2016-05","728 x 90","24734833","8905"
"2016-05","970 x 250","111884","8905"
"2016-05","970 x 90","499","8905"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","8906"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","9107"
"2015-06","1 x 1","34456","9107"
"2015-06","120 x 600","46878","9107"
"2015-06","160 x 600","728887","9107"
"2015-06","3 x 3","26976","9107"
"2015-06","300 x 125","181682","9107"
"2015-06","300 x 250","2663426","9107"
"2015-06","300 x 251","48635","9107"
"2015-06","300 x 50","6185","9107"
"2015-06","300 x 600","154136","9107"
"2015-06","320 x 50","28724","9107"
"2015-06","336 x 280","60","9107"
"2015-06","350 x 100","980895","9107"
"2015-06","468 x 60","396728","9107"
"2015-06","570 x 80","1283","9107"
"2015-06","728 x 90","1924103","9107"
"2015-06","728 x 91","40919","9107"
"2015-06","970 x 90","98588","9107"
"2015-06","Out-of-page","86677","9107"
"2015-07","1 x 1","27766","9107"
"2015-07","120 x 600","46089","9107"
"2015-07","160 x 600","712335","9107"
"2015-07","3 x 3","44036","9107"
"2015-07","300 x 125","182652","9107"
"2015-07","300 x 250","2624497","9107"
"2015-07","300 x 251","256","9107"
"2015-07","300 x 50","6190","9107"
"2015-07","300 x 600","81402","9107"
"2015-07","320 x 50","18451","9107"
"2015-07","336 x 280","61","9107"
"2015-07","350 x 100","752929","9107"
"2015-07","468 x 60","317702","9107"
"2015-07","570 x 80","8102","9107"
"2015-07","728 x 90","2002405","9107"
"2015-07","728 x 91","195","9107"
"2015-07","970 x 90","40457","9107"
"2015-07","Out-of-page","73312","9107"
"2015-08","1 x 1","21362","9107"
"2015-08","120 x 600","42708","9107"
"2015-08","160 x 600","535845","9107"
"2015-08","3 x 3","54151","9107"
"2015-08","300 x 125","167762","9107"
"2015-08","300 x 250","2326451","9107"
"2015-08","300 x 50","4298","9107"
"2015-08","300 x 600","131301","9107"
"2015-08","320 x 50","3833","9107"
"2015-08","336 x 280","22","9107"
"2015-08","350 x 100","710112","9107"
"2015-08","468 x 60","207110","9107"
"2015-08","570 x 80","27661","9107"
"2015-08","728 x 90","2003118","9107"
"2015-08","970 x 90","4312","9107"
"2015-08","Out-of-page","156460","9107"
"2015-09","1 x 1","26584","9107"
"2015-09","120 x 600","39721","9107"
"2015-09","160 x 600","476769","9107"
"2015-09","3 x 3","54885","9107"
"2015-09","300 x 125","226239","9107"
"2015-09","300 x 250","2670608","9107"
"2015-09","300 x 50","3828","9107"
"2015-09","300 x 600","226095","9107"
"2015-09","320 x 50","20086","9107"
"2015-09","336 x 280","20","9107"
"2015-09","350 x 100","971316","9107"
"2015-09","468 x 60","178115","9107"
"2015-09","570 x 80","19231","9107"
"2015-09","728 x 90","2150149","9107"
"2015-09","970 x 90","72806","9107"
"2015-09","Out-of-page","261602","9107"
"2015-10","1 x 1","43943","9107"
"2015-10","120 x 600","42662","9107"
"2015-10","160 x 600","746884","9107"
"2015-10","3 x 3","51735","9107"
"2015-10","300 x 125","209881","9107"
"2015-10","300 x 250","3401889","9107"
"2015-10","300 x 50","7199","9107"
"2015-10","300 x 600","291979","9107"
"2015-10","320 x 50","27911","9107"
"2015-10","336 x 280","51","9107"
"2015-10","350 x 100","1156772","9107"
"2015-10","468 x 60","230739","9107"
"2015-10","570 x 80","7864","9107"
"2015-10","728 x 90","2662723","9107"
"2015-10","970 x 90","91594","9107"
"2015-10","Out-of-page","303780","9107"
"2015-11","1 x 1","36721","9107"
"2015-11","120 x 600","7715","9107"
"2015-11","160 x 600","308232","9107"
"2015-11","3 x 3","29608","9107"
"2015-11","300 x 125","195510","9107"
"2015-11","300 x 250","2575946","9107"
"2015-11","300 x 50","15881","9107"
"2015-11","300 x 600","341004","9107"
"2015-11","320 x 50","23543","9107"
"2015-11","336 x 280","28","9107"
"2015-11","350 x 100","1352090","9107"
"2015-11","468 x 60","8","9107"
"2015-11","570 x 80","1855","9107"
"2015-11","728 x 90","2187573","9107"
"2015-11","970 x 90","97186","9107"
"2015-11","Out-of-page","375087","9107"
"2015-12","1 x 1","25972","9107"
"2015-12","160 x 600","228792","9107"
"2015-12","2 x 2","8098","9107"
"2015-12","3 x 3","16003","9107"
"2015-12","300 x 125","299777","9107"
"2015-12","300 x 250","3505153","9107"
"2015-12","300 x 50","5504","9107"
"2015-12","300 x 600","378030","9107"
"2015-12","320 x 50","40722","9107"
"2015-12","336 x 280","14","9107"
"2015-12","350 x 100","1884201","9107"
"2015-12","468 x 60","2","9107"
"2015-12","570 x 80","43","9107"
"2015-12","728 x 90","2702780","9107"
"2015-12","970 x 90","331047","9107"
"2015-12","Out-of-page","530706","9107"
"2016-01","1 x 1","46095","9107"
"2016-01","160 x 600","310535","9107"
"2016-01","2 x 2","40755","9107"
"2016-01","3 x 3","22325","9107"
"2016-01","300 x 125","177704","9107"
"2016-01","300 x 250","4019639","9107"
"2016-01","300 x 50","14268","9107"
"2016-01","300 x 600","218707","9107"
"2016-01","320 x 50","43377","9107"
"2016-01","350 x 100","858137","9107"
"2016-01","728 x 90","3669800","9107"
"2016-01","970 x 90","75603","9107"
"2016-01","Out-of-page","212877","9107"
"2016-02","1 x 1","35847","9107"
"2016-02","160 x 600","306623","9107"
"2016-02","2 x 2","34176","9107"
"2016-02","3 x 3","23674","9107"
"2016-02","300 x 125","178439","9107"
"2016-02","300 x 250","3432095","9107"
"2016-02","300 x 50","25749","9107"
"2016-02","300 x 600","245171","9107"
"2016-02","320 x 50","32485","9107"
"2016-02","350 x 100","840329","9107"
"2016-02","728 x 90","3123056","9107"
"2016-02","970 x 90","65157","9107"
"2016-02","Out-of-page","202041","9107"
"2016-03","1 x 1","38756","9107"
"2016-03","160 x 600","298064","9107"
"2016-03","2 x 2","35624","9107"
"2016-03","3 x 3","33020","9107"
"2016-03","300 x 125","188406","9107"
"2016-03","300 x 250","3532795","9107"
"2016-03","300 x 251","281","9107"
"2016-03","300 x 252","148","9107"
"2016-03","300 x 50","29092","9107"
"2016-03","300 x 600","270890","9107"
"2016-03","300 x 601","56","9107"
"2016-03","320 x 50","33653","9107"
"2016-03","350 x 100","920291","9107"
"2016-03","728 x 90","3183283","9107"
"2016-03","728 x 91","401","9107"
"2016-03","728 x 92","179","9107"
"2016-03","970 x 90","77917","9107"
"2016-03","Out-of-page","234574","9107"
"2016-04","1 x 1","8854","9107"
"2016-04","160 x 600","133499","9107"
"2016-04","2 x 2","6165","9107"
"2016-04","3 x 3","22735","9107"
"2016-04","300 x 125","256326","9107"
"2016-04","300 x 250","3251601","9107"
"2016-04","300 x 251","146430","9107"
"2016-04","300 x 252","118697","9107"
"2016-04","300 x 50","33112","9107"
"2016-04","300 x 600","281835","9107"
"2016-04","320 x 50","33718","9107"
"2016-04","350 x 100","883989","9107"
"2016-04","728 x 90","2816074","9107"
"2016-04","728 x 91","292085","9107"
"2016-04","728 x 92","4677","9107"
"2016-04","970 x 90","60447","9107"
"2016-04","Out-of-page","230040","9107"
"2016-05","160 x 600","572239","9107"
"2016-05","3 x 3","3272","9107"
"2016-05","300 x 125","207285","9107"
"2016-05","300 x 250","3524259","9107"
"2016-05","300 x 251","289111","9107"
"2016-05","300 x 252","125274","9107"
"2016-05","300 x 50","28817","9107"
"2016-05","300 x 600","243157","9107"
"2016-05","300 x 601","7786","9107"
"2016-05","320 x 50","29254","9107"
"2016-05","350 x 100","776427","9107"
"2016-05","728 x 90","3224101","9107"
"2016-05","728 x 91","270513","9107"
"2016-05","728 x 92","25894","9107"
"2016-05","970 x 90","68234","9107"
"2016-05","Out-of-page","211619","9107"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","9108"
"2015-06","1024 x 200","27","9108"
"2015-06","1360 x 455","14417821","9108"
"2015-06","160 x 600","180865","9108"
"2015-06","1700 x 370","189","9108"
"2015-06","180 x 150","237827","9108"
"2015-06","280 x 240","279998","9108"
"2015-06","300 x 180","464755","9108"
"2015-06","300 x 250","17874934","9108"
"2015-06","300 x 50","733524","9108"
"2015-06","320 x 50","38579","9108"
"2015-06","577 x 291","83446","9108"
"2015-06","620 x 76","2245073","9108"
"2015-06","728 x 90","773130","9108"
"2015-06","800 x 278","160794","9108"
"2015-06","800 x 300","239323","9108"
"2015-06","915 x 590","45","9108"
"2015-06","960 x 90","58503","9108"
"2015-07","1024 x 200","3","9108"
"2015-07","1360 x 455","14265317","9108"
"2015-07","160 x 600","177326","9108"
"2015-07","1700 x 370","46","9108"
"2015-07","180 x 150","200507","9108"
"2015-07","280 x 240","272920","9108"
"2015-07","300 x 180","451425","9108"
"2015-07","300 x 250","17769144","9108"
"2015-07","300 x 50","723582","9108"
